Station Code,State,District,Block,Latitude,Longitude,Month,Groundwater Level,Avg Temperature (°C),Total Rainfall (mm),Soil pH,Clay (%),Sand (%),Silt (%),Organic Carbon (g/kg),Nitrogen (g/kg)
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-06,28.6,25.344166666666666,139.9,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-07,25.4,24.348521505376343,144.7,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-08,26.1,24.421774193548387,173.0,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-09,35.0,25.275277777777777,52.5,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-10,30.2,23.878763440860215,253.4,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-11,26.52,23.075138888888887,53.7,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2024-12,27.5,22.933467741935484,129.2,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2025-01,28.92,22.46021505376344,2.6,6.7,24.1,40.5,20.4,9.7,1.1
10830,Karnataka,Ramanagara,Kanakapura,12.41628,77.33039,2025-02,32.12,24.390625,0.0,6.7,24.1,40.5,20.4,9.7,1.1
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2021-05,38.9,26.456182795698926,125.1,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2021-06,38.5,25.118611111111115,179.9,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2021-07,37.9,23.945698924731182,206.3,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-01,30.24,22.241532258064517,4.0,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-02,32.18,23.52217261904762,0.4,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-03,38.49,25.94798387096774,11.5,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-04,60.9,26.941666666666666,50.1,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-05,27.73,25.037096774193547,149.5,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-06,19.45,24.410694444444445,146.1,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-07,23.52,23.503091397849463,203.4,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-08,21.67,23.51733870967742,273.9,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-09,20.63,23.57986111111111,144.8,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-10,13.94,22.683736559139785,206.1,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-11,10.06,22.112916666666667,88.5,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2022-12,17.28,21.65255376344086,73.9,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-01,20.44,21.422983870967744,0.7999999999999999,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-02,20.4,23.708333333333332,0.0,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-03,28.98,25.66532258064516,9.9,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-04,28.93,27.34152777777778,25.2,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-05,21.59,26.116129032258065,120.8,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-06,34.42,25.953194444444442,72.7,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-07,21.62,24.030241935483872,214.6,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-08,33.39,25.62271505376344,35.4,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-09,28.01,24.516388888888887,177.3,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-10,27.82,24.808736559139785,74.4,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-11,24.2,23.941805555555554,105.8,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2023-12,34.82,23.461827956989247,14.4,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-01,35.03,23.766129032258064,9.3,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-02,40.76,25.645833333333332,0.30000000000000004,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-03,33.64,28.518010752688173,0.0,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-04,81.4,30.608472222222222,0.2,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-05,70.25,27.42244623655914,229.7,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-06,62.8,25.151666666666667,172.2,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-07,64.09,24.228360215053765,173.6,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-08,37.76,24.401209677419356,171.7,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-09,56.02,24.809444444444445,76.1,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-10,50.32,23.74516129032258,271.1,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-11,36.75,23.428055555555556,44.3,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2024-12,37.05,23.011559139784943,99.3,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-01,41.1,22.2875,5.6000000000000005,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-02,87.0,24.04642857142857,0.0,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-03,95.1,26.476209677419355,24.2,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-04,88.0,27.24833333333333,41.6,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-05,72.31,25.638306451612905,113.4,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-06,40.46,24.759305555555557,115.0,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-07,41.8,24.28481182795699,196.5,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-08,29.68,23.77755376344086,160.3,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-09,31.89,23.900138888888886,137.8,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-10,28.12,23.74516129032258,197.7,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-11,43.36,23.224861111111114,24.5,6.5,22.6,38.7,14.7,10.4,1.0
10831,Karnataka,Ramanagara,Kanakapura,12.615608,77.493835,2025-12,44.38,22.11801075268817,8.9,6.5,22.6,38.7,14.7,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2021-05,82.3,26.456182795698926,125.1,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2021-06,80.9,25.118611111111115,179.9,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2021-07,79.9,23.945698924731182,206.3,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-01,31.73,22.241532258064517,4.0,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-02,29.2,23.52217261904762,0.4,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-03,47.39,25.94798387096774,11.5,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-04,54.41,26.941666666666666,50.1,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-05,30.83,25.037096774193547,149.5,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-06,18.52,24.410694444444445,146.1,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-07,19.48,23.503091397849463,203.4,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-08,16.29,23.51733870967742,273.9,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-09,9.28,23.57986111111111,144.8,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-10,5.42,22.683736559139785,206.1,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-11,6.73,22.112916666666667,88.5,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2022-12,4.53,21.65255376344086,73.9,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-01,9.8,21.422983870967744,0.7999999999999999,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-02,8.34,23.708333333333332,0.0,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-03,11.63,25.66532258064516,9.9,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-04,13.55,27.34152777777778,25.2,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-05,8.67,26.116129032258065,120.8,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-06,13.39,25.953194444444442,72.7,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-07,10.06,24.030241935483872,214.6,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-08,15.02,25.62271505376344,35.4,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-09,12.97,24.516388888888887,177.3,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-10,9.63,24.808736559139785,74.4,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-11,11.88,23.941805555555554,105.8,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2023-12,17.3,23.461827956989247,14.4,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-01,18.06,23.766129032258064,9.3,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-02,24.56,25.645833333333332,0.30000000000000004,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-03,26.71,28.518010752688173,0.0,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-04,35.16,30.608472222222222,0.2,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-05,30.34,27.42244623655914,229.7,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-06,36.14,25.151666666666667,172.2,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-07,37.4,24.228360215053765,173.6,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-08,25.89,24.401209677419356,171.7,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-09,24.3,24.809444444444445,76.1,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-10,23.8,23.74516129032258,271.1,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-11,27.1,23.428055555555556,44.3,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2024-12,30.84,23.011559139784943,99.3,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-01,40.7,22.2875,5.6000000000000005,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-02,32.6,24.04642857142857,0.0,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-03,36.4,26.476209677419355,24.2,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-04,62.14,27.24833333333333,41.6,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-05,58.92,25.638306451612905,113.4,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-06,42.32,24.759305555555557,115.0,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-07,43.56,24.28481182795699,196.5,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-08,23.8,23.77755376344086,160.3,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-09,15.99,23.900138888888886,137.8,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-10,23.75,23.74516129032258,197.7,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-11,21.36,23.224861111111114,24.5,6.5,24.0,37.4,14.0,10.4,1.0
10832,Karnataka,Ramanagara,Kanakapura,12.619905,77.477948,2025-12,24.09,22.11801075268817,8.9,6.5,24.0,37.4,14.0,10.4,1.0
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-01,17.2,22.808198924731183,16.2,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-02,15.2,23.834970238095238,14.3,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-03,14.0,27.214516129032255,0.30000000000000004,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-04,13.0,28.159027777777776,55.3,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-05,10.0,27.38212365591398,98.1,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-06,10.0,26.378055555555555,106.2,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-07,11.3,24.80698924731183,165.9,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-08,14.0,25.1877688172043,99.0,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-09,12.0,25.2025,115.6,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-10,11.65,24.317204301075268,272.1,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-11,2.03,22.874861111111112,323.0,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2021-12,2.56,22.25766129032258,28.7,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-01,4.3,23.196639784946235,3.8000000000000003,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-02,5.48,24.342559523809523,0.0,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-03,8.6,26.860887096774192,7.6,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-04,7.56,27.756111111111114,39.1,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-05,6.6,25.81505376344086,172.0,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-06,7.83,25.28972222222222,88.7,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-07,9.03,24.339516129032255,156.6,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-08,15.28,24.323521505376345,243.2,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-09,1.87,24.451944444444447,105.6,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-10,1.73,23.350403225806453,223.9,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-11,0.52,22.510277777777777,93.8,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2022-12,1.85,21.93037634408602,74.4,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-01,2.87,21.583736559139783,0.30000000000000004,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-02,3.51,23.90282738095238,2.4,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-03,6.3,26.096774193548388,23.099999999999998,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-04,6.96,27.841805555555553,12.9,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-05,7.22,26.574059139784943,161.5,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-06,9.06,26.674444444444443,91.6,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2023-07,10.12,24.839247311827958,159.8,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-01,-0.05,24.302956989247313,14.3,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-02,-0.05,26.404166666666665,0.8,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-03,12.46,29.183467741935484,0.0,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-04,-0.05,31.359166666666663,0.7,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-05,-0.05,28.23239247311828,198.0,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-06,-0.05,25.95513888888889,123.2,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-07,-0.05,25.04220430107527,141.5,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-08,-0.05,25.083736559139783,183.3,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-09,-0.05,25.92138888888889,50.1,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-10,-0.05,24.23951612903226,214.8,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-11,-0.05,23.462638888888886,73.5,6.6,23.0,38.0,19.7,11.8,1.32
10833,Karnataka,Ramanagara,Kanakapura,12.366726,77.528217,2024-12,-0.05,23.186559139784944,145.5,6.6,23.0,38.0,19.7,11.8,1.32
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2021-12,20.82,21.81263440860215,18.7,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-01,26.46,22.33521505376344,4.4,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-02,10.11,23.313988095238095,0.0,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-03,14.78,25.899193548387096,6.0,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-04,16.05,26.76513888888889,34.3,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-05,15.3,24.88494623655914,143.9,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-06,12.17,24.356527777777778,121.0,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-07,12.39,23.301344086021505,182.6,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-08,4.32,23.332930107526884,301.8,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-09,5.45,23.4875,113.8,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-10,3.32,22.65282258064516,197.8,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-11,3.87,22.14402777777778,83.3,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2022-12,5.81,21.688306451612902,70.4,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-01,10.17,21.385080645161292,0.5,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-02,11.6,23.755505952380954,1.1,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-03,14.74,25.50456989247312,12.8,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-04,16.9,27.153750000000002,15.299999999999999,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-05,14.37,25.82728494623656,136.7,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-06,20.03,25.846666666666664,78.1,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-07,21.86,23.84771505376344,179.5,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-08,24.06,25.441935483870967,30.5,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-09,20.75,24.354999999999997,142.0,6.6,29.7,40.4,16.6,10.1,1.1
10834,Karnataka,Ramanagara,Kanakapura,12.493798,77.451875,2023-10,18.35,24.702016129032256,87.2,6.6,29.7,40.4,16.6,10.1,1.1
